identifier,papertitle,date,"bag of words"
http://resolver.kb.nl/resolve?urn=ddd:010610863:mpeg21:a0008,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-01-17,"13 15 18 1973 1976 1981 1983 23 238 25 30jarige 34jarige 38 44 70000 762 762 9 aan aandeel aangenomen aanslag aantal achter als autobomaanslagen bailey bar belangrijkste benen beraamde bereikte beruchte beschouwd beslag bij bij bij bij bij bijbehorende bobby bomaanslag bovendien brein brendan britse cipier container container container criminele dan dat de de de de de de de de de de de de de de de de de de de de de de de de de degene derde deze die die die die die die die direct dode dood door door dramatische drie drietal een een een een een een een een een een een een eens emmers en en en en en en er ernstig eveneens falgeweren fnpistolen gearresteerde gehuurd gekomen genomen gerechtsgebouw geschiedenis gevangenen gevuld geweer gewond gezinde great grond groot grootste had handgranaten hem hem het het het het het het het het het high hij hij hij hij hongerstaking hoofd hoofdrol hoogtepunt in in in in in in in in in in in ira ira iragevangenen iragevangenen iraleden is is kalasnikov kaliber kan keer kelly kelly kelly kelly kinderen kunnen kwamende langer leidde leren leven levenslang levenslange lid londense martelaren massale mazegevangenis mazegevangenis mcfarlane mcfarlane mcfarlane mcfarlane men mensen met met minder mm mm mm moord munitie nemen niet niet nitrobenzeen nog nog nog nog noordieren nu of old oliedrums om onder ontsnapping ontsnapping ontsnapten ook ook ook ook ook op op op op op opgeborgen opgepakt oppakken opslagbedrijf overgebleven overtreding patronen plastic politie politiehoofdkwartier power protestanten raakten rechercheurs republikeins ruim sands schieten scotland semiautomatisch semiautomatisch september speelden spoor sprekenvooral straf tassen te te te topmensen tot troffen twee twee twee uit uit uit uit uitbraak van van van van van van van van van van van van van van van van van van vastgehouden verschillend verwondde viel vier vier vijf voeten vond vrije vrijwel vuurwapenwet wapens waren was was was was was was weer wegens wegens weigeren werden werden wie wie wisten worden worden wordt yard zal zat zat zeker zeventig zijn één"
http://resolver.kb.nl/resolve?urn=ddd:010610863:mpeg21:a0142,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-01-17,"anders bezit bleken controle dan dat dat dat de de de de de de die doen en en en enige ernest ernstig gebrachte geldende gevangenbewaarders gevangenen hebben hekken hennessy het het het hun in in interne james kon konden kritisch laksheid liefst maar mazedirecteur nemen niets noemde ontslag onvergeeflijk ook op over over passeren rapport rapport regeringthatcher schreef sir spectaculaire sprak te uitbraak van van van veiligheidsmaatregelen verlegenheid verzoek vijf vuurwapens was whittington wijdverspreide zij zo zonder zorgeloosheid"
http://resolver.kb.nl/resolve?urn=ddd:010610978:mpeg21:a0096,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-06-05,"aan aan aan aan aan aan aan aan aangekomen aartsvijand af afbreuk afmakenjon akira al alaska alle als als als als als amerika amerikaans amerikaanse amerikaanse andere andere andrei andrei avonturenfilm avontuur barre beest bekend beschaving bestaat betere beval bij bleek boodschapperigs cannes cel coming computergestuurde controlekamer coppola cowboy crimineel daarover dan dan dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de demornay derde die die die die die die dimensies directeur dirigeren dit doet dood dood door door door ea echter een een een een een een een een een een een een een een een een een een eerder eerste en en en en en en en en en ene er er er erg eric ermee ervoor film film film film films ford francis gang geeft geeft geen gegeven geleden gemma genadeloos genegeerd geregisseerd geslagen geslagen gestalte gevangene gevangenen gevangenis gevangenis gevangenis gevoelens gevoelige gewacht geworden gezet gezien gezien gezien gezocht graden grimmige haar hartaanval hebben heeft heerlenrunaway heffner het het het het het het het het het het het hiermee hij hol hol hol home hoofdprogramma hoofdzakelijk hoopte houden iets in in in in in in in in is is is is is is jaar jaar japans japanse jon jon jon juist jury kan kan kan karakter karakters karakters keus klok konchalovsky konchalovsky konchalovsky kracht krijgt krijgt kunnen kunnen kurosawa kurosawa kurosawa kurosawas kwaliteiten kyle laatste laten lege leven levenslang lijkt locomotieven maal maar machinist manny manny manny manny me meer meer meesterverteller mens menselijke met met midnight mogelijkheden moord na naar naast nadert niemand niet nodig nog nu nul of om om om omdat omdat oncontroleerbaar onder onderliggende ongeduld ontsnapt ontsnapte ontsnapten ontsporen onze ook oorspronkelijk op op op op op op opmerkelijke oppervlakkig oprechte over passagierstrein passen prijzen primitief producer produktie publiek race ranken ranken ranken rauw rebecca regie regisseren regisseur roberts royal ruige runaway runaway runaway rus scenario scenario scenario script slaat slot sneeuw snelle spannend spooktrein spoor spoorwegbeambten springen sterke stoppen strijd stuwende te te te te te te tegen toch tocht toe toen tot totaal train train train train trein trein trein trein tussen twee twee tweede uit uit uit uit uitbraakpoging uitgebroken uitgeput uitstekend vallen valt van van van van van van van van van van ver verder verhaal verkocht vertolker vier vier vijftig voight voight voight voight vol vooral vrijheid want want was wegens werd werd westers wie wildenberg worden worden ze ze zeker zijn zijn zijn zijn zijn zit zo zocht zonder zorgt"
http://resolver.kb.nl/resolve?urn=ddd:010610977:mpeg21:a0007,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-06-04,"125 25 54tanks amal amaltroepen ambulances anderen beiroet beleg bereiken bij bloedden de de de de de de de dichtbevolkte die die dit dood door door door doorbreken drie en en en en enkelen gelaten geleverde gevechten gewonden gisteren het hun hun in in in in inzet is kampen konden liepen maar makelij mensen met minste nen niet nieuwe omdat omgekomen omsingeld ontkomen op overspoelde palestij palestijnen reddingsploegen ruim russische slachtoffers slechts sommige steek strijd syrië t te te te telkens ten trachtten twee uit uitbraakpogingen van van van van veiligheidsbronnen vernomen vernomen verwondingen vluchtelingenkampen voorkomen werd werden westbeiroet wijken wisten wisten worden zeker ziekenhuizenveel zijn zo"
http://resolver.kb.nl/resolve?urn=ddd:010610990:mpeg21:a0370,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-06-19,"10 10 1300ste 1930 1966 1966de 1978 1982 20 30 30 30 32 36jarige 56 58 63 73 82 98728 _n a aan aan aantal aard afloop afloopzijn al al al alles als als alshari alsharif altijd altijd amerikaan anders anders argentinië argentinië argentinië assistentie beardsley beardsley beardsley beardsleydat begeerden begonnen behandeld beiden bel belgië bereikt beslissen betekende bevrijding bij bij blindheid bobby bobby bracht butcher cabanas cabanas canete cayetano charlton charlton christov coach coach consta crisis d dan dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de deed delgado delgado deur die die die die die die doel doelman doelpunt doelpunten draad drie drie drift druk dtë duels duels duizendste dus echter echter echter een een een een een een een een een een eerder eerste eerste eerste eerste eigen eigen eigen eindronden eindronden el elftalde elk elkaar en en en en en en en en en en en en engeland engeland engeland engeland engeland engeland engelandparaguay engels engelse engelse engelse engelsen engelsen engelsen engelsendie er erg everton falkland fernandez ferreira frivole gaan gaan gary gary gary gary gary gary gel gele gele geleden gemaakt geoff geschiedenis gestreken getik geval gevallen ging glad goede grensrechter guasch haalde haalden had had hadden half halsslag harde hatele hateley hebben hebben heeft heeft heeft hele helemaal heroverd het het het het het het het het het hij hij hoddle hodge hodge hogere houden hu1 hun hunt hunt hurst hurst ieder iets iets if iij immers in in in in in in in in in in in in in in in in in instelling international invaller is is jaar jamal kaart kaart kaarten klap kwaliteiten kwam kwam kwam kwartfinales kwartier laat lag land lang langs leek liet lijn lineker lineker lineker lineker lineker lineker lineker lineker loste maar maar martin martin martin mcghee me meegerekend meer meer mendozaeen met mexicostad middelpunt moeten moeten moeten moment monterrey na na na niet niet niet niet niet niet nietgegeven nodig nog nol nunez nunez nunez om om onder ongecontroleerder ongelukkig ongeveer ons ook oorlog op op op op opefl opgepakt opnieuw opnieuw opstootje ouverture overleven p paraguay paraguay paraguay paraguay paraguay paraguay paraguayanen periode persoonlijk peter ploeg ploeg plooi politieke ponnet portugal productie punten radeloos re re recordhouder reddeloos reid rekening relateerden robrensenbrink robson robson roger romero ronde rust rust sansom scheidsrechter schettina schokje scoorde score scoren serve shilton shilton sieraad sinds spelers spits spurs steeds steveis steven stevens stevens stevens stonden strafschop strijd stuk subtiele syrië t te te te teamgenoten teerde tegen tegen tegen tegen tegen teleurstellende terwijl tijdens toen toen toen toernooien toeschouwers torales tot tot totaal trapte treffer treffer treffer treffer treffers tsj twee tweede uit uitbraak uitvallen uur val van van van van van van van van van van van van van van van van van van van ve veertien verdediging vergat veroverde vertelde vertrouwen vier vijf voet voet voetbalde voetballer1 voo voor voor voor voor voor voor voorbereiding voorbij voorbij vragen waarbij want was was was was was wat wat wedstrijd wedstrijd wedstrijd wedstrijden weer weer werd werd werd wereldkampioenschap wereldkampioenschap wereldtitel werkelijkheid wie wij wij wij wil wilde wilden wk woensdag wonder zabala zal zeker zelf zelfs zelfs zes zes zesenvijftig zette zetten zij zijn zijn zijn zijn zijn zon zorgde"
http://resolver.kb.nl/resolve?urn=ddd:010610990:mpeg21:a0376,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-06-19,"aan aangelegenheid aanloop aantal aantrekkelijke achterin achtste adem afmaker al alleen altijd anderlecht bal bal bange begon behalve beide bejubelde belgen belgen belgen belgen belgische belgische belgië ben bepalen beslissing besloot beste betere bezig bezorgde bij bij bij bijna bleek bleek brengen buitengewoons ceulemans daar daar dagen dan dan dassajev dassajev dassajev dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de derde dernol die directe doelman doelman dook door door door door duel duidelijk een een een een een een een een een een een een een eerste eerste elke en en en en en en enkele er er er er er eric even even extraperiode falen favorieten finale franky ga gaf gebeurde geen gekomen geleden genoeg gepresteerd gerets gerets gerets gezicht geëist gros grün had had hadden hebben hebben heel heette hen het het het het het het het het het het hettoernooi hij hij hij hoekschop honderd honderd hongarije hoop hun hun iets ik in in in in in in in in in in ineens ineens is jan jk jonge kans keer keer kopbal koppen kopsterke kwartfinale kwartfinales landskampioen langzaam later leek lette maanden met mexico mexico minuten minuten mocht mocht mochten moet mol mol mol mol moment na naar naar naar nationale nederland nemen net niemand niemand niet nog nog nutteloze of om om om onverwachte ook ook ook op op op op opzienbarend partij pas plaats ploeg ploeg ploegen plotseling problemen psv realiseerde reguliere richting ruime russen rust scoorden seconde sensationale situatie slechts slechts slijtageslag sloeg snelle snoeiharde sovjets sovjets sovjetunie sovjetverdediging speeltijd spel spelers stefan stefan stefan stond strafschopgebied strafschopgebied strijd te te te te te team teams tegen ter terug terug tikje toen toen toernooi toernooi tol toluca tot tot trap treffer twee tóen uit uitblinker uitbraak uitgeschakeld uitputting van van van van van van van van van van van van van van van van veel veel vercauteren vercauteren verdediger verder verlengd verlenging via vleugelverdediger voetbal voor voor voor voorbije voordat voorzet waarop waren was was was wat wedstrijd weg weg weinig welke welke wending werd werden wereld wereldtitel werken wist wist worden zege zette zich zien zijn zijn zo zondag zou zou zouden zwaaiende"
http://resolver.kb.nl/resolve?urn=ddd:010611140:mpeg21:a0130,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-12-13,"3 a als begroet belangrijke britse buitenland de de de de de de de de de de de de de december door door drie drie een een een een en et gezochte grootbrittannië grote heeft het het het hier in in internationale ira kwaad leden leger lerse lijst londen mazegevangenis na nauwe nederland nederland noemde noordlerlandn nu op op personen re recente redactie republikeinse riskante samenwerking sering sinds slag slag sprake stap stonden strijd tegen terrorisme terrorisme teten twee uit uitbraak uitkeringen uitlevering uitlevering van van van van van van van van van voor voor vs waarde wij woordvoerster zei zien zij zware"
http://resolver.kb.nl/resolve?urn=ddd:010611140:mpeg21:a0131,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-12-13,"01tsnapte 1971 20 33jarij 35jarige 70 aan aannemen ad allerhoogste amerikaan amsterdam an as autoriteiten behaneld bewaakte bewijs britsamerikaans britse britse dat dat dat de de de de de de de de de de de de de de de de de de de de de deze die die die die doodslag door door drie e een een een een een een een een eerste eerste elf en en en er er erse europese fancisco g gearresteerd geboren gebouwen gedood gekregen geleden gepleegde gerard gerard geslaagd gevangenen gevangenis gevangenis ging groep grotendeels h had hblok hblok hebben heeft hem hen het het het het het hij hij hij iemand in in in in in in in in in in in in inlichtingen ira iracommandant iralid is is is is is jaar jaar jaren jauari je jet jie jjadat jjt jjwinn kelly kelly komt kon leden leidde lerse lerse lerse lerse lerse londen maar makkelijker mazegevangefas mazegevangenis mcfarlane mensen met misdaden n naamaan naar naar nadat nationalist nationalisten nebbenöoven niet nieuw niveau noemde noordlerland noordlerland nu oktober ontleent op op op op op opgericht peet polieman politie politiek prat provincie qlenst quinn quinn rechter rechterlijke rendan republiek republiek republiek republiek rerband rootbrittannië san sinds staat staten te tegen terugkeren tip tot ttaakt twee uit uit uit uitbraak uitgeleverd uitgeleverd uitgeleverd uitgeleverdmcfarlane uitgewezen uitlevering uitlevering uitleveringen un utagevangenen van van van van van van van van vasteland verdrag verenigde verzamelen vijf vloeide voldoende volgend voor voort vorm vouorouders vs waarin waren waren wegens william woonde zaak zaken zeker zich zij zijn zijn zijn zijn zit zwaar één"
http://resolver.kb.nl/resolve?urn=ddd:010611140:mpeg21:a0132,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-12-13,"100 1973 1975 1983 24 38 38 aanslag aanslagen advocaat als als als als autobommen autoriteiten bailey belfast beraamd betrokkenheid bewaker bewakers bewoonde bij blad bommen bommen brits britse britse britse café cliënten dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de die die die die diens dit doelen doodgestoken door door door een een een een een een een en en en en en en en er explosie eén fein fungeert gedurfd gekaapte geldt genoemd gericht gesmokkelde gevangen gevangenen gevangenis groep grootbrittannië had hadden hebben herenigd het het het het in in in in in in in in ira ira kan karretje katholieke kelly klap kwam landsdeel laten leger lerse lerse lerse londen maakte machinegeweren massale mazegevangenis mcfarlane mcfarlane mcfarlane meerderheid mensen met met met met mogelijkheden nederlandse nederlandse news noemde nog noordlerland old omkwamen omschreven ongeveeer ontploffing ontsnapping ontsnapten onwettige op organisatie overmeesterd personen politieke protestanten protestantse regering republican republiek republiekkeelly republikeinse scotland sinn soldaten soldaten spannen spreekbuis steeds tak tegen terecht tijdens tijdens toegestane twaalf twee twee twee twee uit uit uit uitbraak uitbrekers uitgeleverd uitlevering uitlevering van van van van van van van van van van van van vanwege vanwege vecht verdrijving vermetel veroordeelde vervaardigde verweet verwondde vijf voeten voor voor voor voortvluchtigbrendan vrachtauto waarbij waarna wapens waren waren weduwemaker weekblad werd werd wettig wie wijk worden yard zat zelf zich zich zijn zijn zowel zusters één"
http://resolver.kb.nl/resolve?urn=ddd:010611140:mpeg21:a0133,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-12-13,"1981 1983 aan aan aanhangers achter actief adams autoriteiten bedankte begaf beramen beriepen bernadette bij binnen briefje britse daarom dat de de de de de de de de de de de de de de de die die door echelons een een een een een eerder eigen en en en en er er familie feinleider gaf geconsumeerde gerry gevangene geweest gijzelde gronden haar halen hen hen het het hij hij hij hij hogere hongerstaking huis hun iemand ijdele in in in in in in in in in ira ira ira iragevangenen katholieke katholieken kelly kleuren land legende leiding lerse leveren liet mazegevangenis mcaliskey mcfarlane mcfarlane mensenrechten mochten moordpoging naar nationalisten nederland nederland niet niet nog noordlerland onder onderdrukking ontsnapt op op op over poging politieke politieke prominente protestantse protestantse quinn rechtbanken reeks schilderden schrille sinn status sterker stierven streven te te te te te terwijl tien tijdens toe tweetal uit uit uitbraak uitgeleverd van van van van van van vergeeefs verkrijgenhij vertrek vlm vlucht voedsel voor voor voor voorvechtster vrijheidsstrijders waarbij waarbij waarin waren waren was was werd wordeneen zich zich zij zijde zijn zijn"
http://resolver.kb.nl/resolve?urn=ddd:010610972:mpeg21:a0010,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-07-29,"als bekendstaan bewakers bewapend de die doodgeschoten drie een een en er ernstig gegaan gevaarlijk gevangenen gevangenen gevangenis gevangenisbewaarders gevangenisstraffen gewondde gisteren hebben hoofdstad lange lissabon lissabon ontsnapte portugese ten tijdens twee uit uit uitbraak van vandoor zaten zeer zes zes zijn zijn zuiden zwaarbewapende"
http://resolver.kb.nl/resolve?urn=ddd:010611004:mpeg21:a0358,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-05-06,"03voorsprong 14 21 21overwinning 34 34 42 42nederlaag aan achterstand afgesloten afgesloten afgestraft afstand al alle alles altijd altijd alvorens bal benutte bepaald bereikt best bij binnen blaam bleven brabanders brachten brengen caroline christianne concordia concordia concordia concordia crayenhout crayenhout dames dames dan dankzij dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de degradatiegevaar die dit dit doelpunt doelpunt door door door door driessen druk dubbelblank dus echter een een een een een een een een een een een een een een een een een een eenmaal eerst eerste einde eindstand en en en en en enkele enkele er erg ervoor evenwicht fouten frank gaf gasten gebrek gedurende geen geflatteerd gegeven gelijk gelukte geominy gewonnen gewonnen groep grote haagse haalde had hadden handen hebben hebben heeft heel helft helpen henriette heren het het het het het het het het het het het het heyst hij hockeymedewerker hod hod hod hoddoelpunten hoef in in in in in initiatief inzet kampioen kampioen kansen keeper keepster keer kieviten kieviten kilometers kimmel klasse klerk kon kon kon kon kon kwam kwam kwartier laat laatste lang later leiding lijn limburgse lotheringen maar maar maar magere maken maker man mee meer meer melief met met met met minuten minuut moeilijke moet moeten motivatie na naar naar niet niet niet niet niets nieuwe nog nog nog nu of of offensief om omstandigheden onbenut onder onze ook op op op op opgelopen oss pakte pas passeren pauline pauze peter plicht ploeg plotseling proberen rapidity rapidity roermond roermond rommelige ruststand sabine scoren scoren seconden seizoen slechts slechts sportieve stand sterker strafbal strafcorner strafcorner strafcornerdoelpunten strafcorners streden supporters te te te tegen tegen tegen tegendoelpunten tegenstander tenslotte theo thierolf thuiswedstrijd tien tijd toch toe toen toetrok ton tot treft twaalfde twee tweede uit uit uit uit uit uit uitbraak uitgebouwd uitstekende uitvallen valkenswaardse van van van van van van van van van van van van van van vele venlo venloos venlose venlose verkerende verslagen vervuld vier vijf voldoende voor voor voor voorsprong voorsprong vroeg waarmee waarna wachten waren was was was was wassenaar wassenaar wat wedstrijd wedstrijd wedstrijd weer weertse weg weinige werd werd werd werd werd werd werken wilde winnend worden zag zelfs zette zich zich zij zo zon zorgde zover"
http://resolver.kb.nl/resolve?urn=ddd:010611024:mpeg21:a0224,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-05-31,"0 2ijn aar afgelopen afval al allen als als andere bereed berekend beter betrachten betreft bij bocholtz breed constateivq dan dat dat dat dat de de de de de de de de de de destijds deugd deze dinsdag dit economie eed een eeoaan eer en en en en enkele eolg erpmaatschappij et even ffrtplaats fn gaat gauw ge gebruikt halverwege hangen heeft helemaal het het het het het het het hun i ie iets in in in is ja jittem jjten jn komt kunjn kunnen kwijt laat lan langer lder lji maar maar meest menen minder niet nog noteer nu of om ons opleving opmerkelijke ouden pqats qn raadsverga2ring raakt samen schone sja staan stil stort stort tcded te tijdens tijy7l toch toch toch tot uitbraak van van van vol vol volgend voor vormen vuilnisi vven waarin waarom was wat wat we we we we week weelde weer wegk wij worden yjcit zeiden zijn zijn zltem zo zou zou zuinig zuinigheid"
http://resolver.kb.nl/resolve?urn=ddd:010611145:mpeg21:a0486,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-12-20,"10 15 19 1909 1909 1914 1936 20 aan aan aan aanbeveling aangehouden aangehouden aanhouding acht achter af afhandig aln als als andere anteverhalen augustus baarde baarlo bankbreuk bankbreuk be bedregljke bedrieglijke bedrieglijke begin begin bekenden beslag beter bij bij bij bj bjj bleek blitterswijk blitterswijk boge bracht breda brood bru courant daarop dagen dagen dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de die dié dochtertje donderdag door droog duurdere e e een een een een een een een een een een eerder eind eindigde en en en en en enigermate etk ewerkplaats faillissehij februari februari fietsenmaken gedaan gedragen gedurig geen gefailleerde geldern gelegd gelegd gepleegd gevangenbewaarder gevangene gevangenisjvi gevangenisstraf gevlogen gezien goederen grave grensstreek had hadden handelingen haverveld heeft heeft hem hem hem hem her het het het het het het het het hij hij in in in in in in in in in in in in in in in in in in inge ingesloten ivver jaar jaar jammer jdens jkunst k kans kantonrechter kat ked kerel keteldrift kind kippen klautert kleef kleef kleef klopjacht koddebeiers koepel kommiezen kon landgericht leek leidde leidde ler leuning levensonderhoud lft lic lic ljj loonslagersdochter luchten lwee maanden maanden maanden maar maart maken meer met met met met meter minder moenbeek moest moest n n na na na naar nacht nafwendbaar nenden niet niet niets nieuwe nooit nttroc of oih omdat onder onder op op op over par poetsvrouw prjzen probeerde probeerde probeerde probeerde r raitoover rebonn rechtbank reeds refereerde relativeren rijwielen rijwielhersteller rijwieliri rjk roermond roermond roermond schwanenturm schwanenturm sen sleutels smokkel smulde sote spullen straelen strafblad strekte stropen stroperij sympathie te te te te te te te ten toen tot tot tot tot tot tot tot tussenkomst twaalf twee twee uit uit uit uitbraak uitbraak uitbreker uitbreker uitlevering vader van van van van van van van ve veg veldwachters venlo venlosche verantwoorden verdienen veren verijdeld vermoedelijk veroordeelde veroordeelde veroordeelde verslaggever verstek verviel verzet vijf vlucht vluchten volk voor voor voor voor voorgoed voorzien vrouw vvjeoen vü wankum wanssum was was was was was was we wegens wegens werd werj wieg witte witte witte witte witte witte witte witte witte woensdag worden worden zag zat zaten zes zes zeventien zich zij zijn zijn zijn zijn zijn zijn zijn ün ƒ"
http://resolver.kb.nl/resolve?urn=ddd:010610943:mpeg21:a0125,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-04-28,"1 1978 25 61 aanslag achter actie afscheidingsbeweging albrecht albrecht altijd antiterreurbrigade baskische behulp belangrijke bij bomaanslag buitengewoon commando dagen dat de de de de de de de de de de de de de de de de deze die die dook door door doorgespeeld doorschemeren driebus een een een een een een een een en en eta geaccepteerd gefingeerde gekregen gevangenis gevangenis gevangenismuur gsg9 hebben heeft hem het hij hij hongerstaking in informatie inlichtingendienst is is is is juli juli kan krediet kreeg legde lieten linksextremisten man man men met middels ministerpresident minstens moest moord na nadien nedersaksen niet nieuwbakken nog onder ontdekt ook op op op opgerold pleegde raf raf rafleden relatie sigurd snel staat stierf te tot truc uit uitbraak van van van van van van van veiligheidsagent veiligheidsdiensten verdenken vergroot verhinderd verijdeld verlof vluchthuis volgens volledig want werd werk werkte westduitse worden zei zijn"
http://resolver.kb.nl/resolve?urn=KBNRC01:000029373:mpeg21:a0060,"Nieuwe Rotterdamse Courant",1986-04-07,"1500 16 60 7 aan afgelopen afrikaanse al al alle als alsnog anp april april becijferd bedraagt bedrijfsleven bedrijfsleven bedrijven behalve bekeken bekend bekend beslissing besloten besmetting bevroren bewuste blijft boeren cent commissie commissie daar daarbij daarnaast daling dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de den deze deze die die die die die die die dienst dinsdag directe dit door door dus een een eglidstaat en en en en en en en en en en en er er er er europese europese ga gaat geacht gebied gebied gedaald gedeeltelijk geheel gekoeld gekregen geleden genoemde genomen geslacht gesloten gesloten gesteriliseerde gestrand grenzen grenzen griekenland groot gulden haag haar hebben hebben hebben heeft heeft heeft heeft heeft heeft het het het het het het het het het het het het het het het het het het hij hoeveel hongarije hongarije horen houden hun hun hun in in in in in in in in in inmiddels invoer invoer invoer ir is italië kalveren kerngebied kilogram krijgen kunnen kunnen landbouw landbouw landen landen last laten leiden liggen loop loop los maatregelen mensen met met met met met meyer miljoen ministerie ministerie ministerie moet morgen na na na nederlands nederlandse nederlandse niet of of om ongeveer ongeveer ontheffingsmogelijkheden ook ook op op openen openstellen overleg paarden per personeelsleden portugal portugal prijzen prijzen produktschap produktschap produktschap produktschap produktschap regeling richting risicos runderen rundvlees schade schade schat slachterijen sociale spanje staat staten stilliggen sturen te te te tegen tevens tien toch toestemming transporteurs uit uitbreken uitgewerkt uitsnijderijen uitzondering van van van van van van van van van van van van van van van van van van van van van van van vandaag varkens varkens varkensen varkenspest varkenspest varkenspestuitbraak varkensvlees varkensvlees varkensvleesprodukten vee veemarkt veewagens verband verboden verboden verenigde verleend versoepeld vertrekken vervoer vervoer vervoersverbod verwacht veterinaire vijftien visserij visserij vlees volgende volgende volgens volgens volgens voor voor voor voor voor voorlopig voorzitter voorzitter voorzitter voorzitter vs wagens week week week weer weer weer weer weg werken werkgelegenheid werktijdverkorting woensdag woensdag woordvoerder worden worden worden wordt wordt wordt zaken zaterdagmorgen zestien zich zijn zijn zijn zijn zodat zoetermeer zon zouden zullen"
